# TOPAS Version: 3.1.p3
# Parameter File: protonBox.txt
# Results for scorer 1WaterBoxDoseToMedium
# Scored in component: WaterBox
# X in 5 bins of 2 cm
# Y in 5 bins of 2 cm
# Z in 40 bins of 0.5 cm
# DoseToMedium ( Gy ) : Sum   Mean   Variance   Standard_Deviation   
0, 0, 0, 7.963344983430432e-10, 7.963345256845093e-15, 2.073274062796781e-24, 1.439886822912405e-12
0, 0, 1, 7.588496497845654e-10, 7.588496221576867e-15, 3.344293226703471e-24, 1.828740885610499e-12
0, 0, 2, 1.656557596427537e-18, 1.656557559214723e-23, 2.744182946993018e-41, 5.238494962289281e-21
0, 0, 3, 9.795775302023912e-10, 9.795774812120973e-15, 4.418111149409099e-24, 2.10193033885738e-12
0, 0, 4, 1.626176859836903e-09, 1.626176841241147e-14, 1.543485562488342e-23, 3.928721881844453e-12
0, 0, 5, 5.661799029610393e-09, 5.661799108839806e-14, 5.325115713154014e-23, 7.297339044579205e-12
0, 0, 6, 5.506863409721063e-09, 5.506863624667177e-14, 5.27764267720961e-23, 7.264738589384762e-12
0, 0, 7, 3.459619257739632e-09, 3.459619151781909e-14, 2.242250224466035e-23, 4.735240463235246e-12
0, 0, 8, 2.562517531501385e-09, 2.562517511840209e-14, 1.845447004607252e-23, 4.295866623403538e-12
0, 0, 9, 4.313911006192939e-09, 4.313911143083536e-14, 4.029734930694022e-23, 6.348019321563241e-12
0, 0, 10, 1.116710102166962e-08, 1.116710112019334e-13, 1.374845954959755e-22, 1.172538253090173e-11
0, 0, 11, 8.618321167830345e-09, 8.618321151883044e-14, 6.65849181826377e-23, 8.159958221868399e-12
0, 0, 12, 5.001534741921887e-09, 5.001534706372908e-14, 4.163893474376802e-23, 6.452823780622559e-12
0, 0, 13, 2.85200751903858e-09, 2.852007600844989e-14, 1.483757942118618e-23, 3.85195786856323e-12
0, 0, 14, 4.401953468402553e-09, 4.401953649484409e-14, 5.048574396691574e-23, 7.105332079988643e-12
0, 0, 15, 7.385715150576289e-09, 7.385715019904723e-14, 8.953288239479719e-23, 9.462181693182455e-12
0, 0, 16, 6.190691959062633e-09, 6.190692099126358e-14, 5.355188065903526e-23, 7.317915048634773e-12
0, 0, 17, 7.757779307837609e-09, 7.757779521221909e-14, 8.50629775989703e-23, 9.222959264735494e-12
0, 0, 18, 5.635778954626858e-09, 5.635779150740259e-14, 5.899699074484466e-23, 7.68094985954502e-12
0, 0, 19, 3.218827426820781e-09, 3.218827496716818e-14, 2.990841775857113e-23, 5.46885890827064e-12
0, 0, 20, 4.80924278178918e-09, 4.809242961863036e-14, 3.515380558718285e-23, 5.929064478244679e-12
